algo, name, norm, score, 0, 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
AE, SMTP, True, fpr, 0.9996, 0.9995, 0.9996, 0.9995, 0.9997, 0.9996, 0.9997, 0.9994, 0.9996, 0.9996, 0.9995, 0.9995, 0.9996, 0.9996, 0.9995, 0.9997, 0.9997, 0.9996, 0.9993, 0.9995, 0.9996, 0.9994, 0.9997, 0.9995, 0.9997, 0.9995, 0.9994, 0.9994, 0.9995, 0.9993, 0.9996, 0.9997
AE, SMTP, True, auc, 0.8401, 0.8611, 0.8147, 0.8751, 0.7983, 0.8433, 0.7629, 0.8631, 0.8469, 0.8496, 0.8595, 0.8662, 0.8364, 0.8028, 0.8530, 0.7742, 0.7726, 0.8354, 0.8931, 0.8451, 0.8549, 0.8758, 0.7948, 0.8407, 0.8047, 0.8680, 0.8640, 0.8742, 0.8653, 0.8928, 0.8290, 0.7747
VAE, SMTP, False, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMTP, False, auc, 0.2391, 0.2259, 0.2253, 0.2376, 0.2359, 0.2454, 0.2261, 0.2442, 0.2382, 0.2361, 0.2326, 0.2229, 0.2356, 0.2238, 0.2261, 0.2318, 0.2337, 0.2178, 0.2460, 0.2401, 0.2237, 0.2281, 0.2302, 0.2394, 0.2423, 0.2458, 0.2232, 0.2318, 0.2195, 0.2215, 0.2469, 0.2510
VAE, SMTP, True, fpr, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997
VAE, SMTP, True, auc, 0.7687, 0.7650, 0.7605, 0.7664, 0.7685, 0.7755, 0.7575, 0.7516, 0.7708, 0.7717, 0.7649, 0.7854, 0.7704, 0.7623, 0.7714, 0.7597, 0.7607, 0.7658, 0.7762, 0.7602, 0.7660, 0.7723, 0.7692, 0.7632, 0.7717, 0.7610, 0.7625, 0.7607, 0.7658, 0.7596, 0.7663, 0.7666
OP, SMTP, False, fpr, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997
OP, SMTP, False, auc, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000
OP, SMTP, True, fpr, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997
OP, SMTP, True, auc, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000
