algo, name, norm, score, 0, 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
GRU, occupancy, False, auc, 0.9150, 0.9145, 0.9147, 0.9149, 0.9142, 0.9139, 0.9141, 0.9145, 0.9128, 0.9147, 0.9134, 0.9143, 0.9128, 0.9146, 0.9146, 0.9129, 0.9143, 0.9135, 0.9137, 0.9133, 0.9139, 0.9136, 0.9141, 0.9136, 0.9147, 0.9137, 0.9124, 0.9135, 0.9145, 0.9148, 0.9145, 0.9146
GRU, occupancy, True, fpr, 0.7689, 0.7688, 0.7688, 0.7688, 0.7689, 1.0000, 0.7624, 0.7688, 0.7688, 0.7689, 0.7689, 0.7681, 0.7681, 0.7684, 0.7681, 0.7681, 0.7689, 0.7689, 0.7689, 0.7683, 0.7683, 0.7689, 0.7683, 0.7683, 0.7679, 0.7689, 1.0000, 0.7689, 0.7689, 0.7689, 0.7689, 0.7689
GRU, occupancy, True, auc, 0.5243, 0.5963, 0.5963, 0.5963, 0.5210, 0.6007, 0.6586, 0.5963, 0.6119, 0.5626, 0.5495, 0.5830, 0.5830, 0.6275, 0.5830, 0.5830, 0.4861, 0.5125, 0.5108, 0.8067, 0.8067, 0.4792, 0.8067, 0.8067, 0.6129, 0.4884, 0.6535, 0.4884, 0.5594, 0.5486, 0.4884, 0.4884
AE, occupancy, False, fpr, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686, 0.6686
AE, occupancy, False, auc, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202, 0.9202
AE, occupancy, True, fpr, 0.6871, 0.7141, 0.6677, 0.7639, 0.6801, 0.6662, 0.6872, 0.6790, 0.6705, 0.7053, 0.6723, 0.6852, 0.6673, 0.6682, 0.6732, 0.6582, 0.7408, 0.6742, 0.6488, 0.7026, 0.6707, 0.6601, 0.6721, 0.6767, 0.7053, 0.6768, 0.6766, 0.6962, 0.7124, 0.6858, 0.6716, 0.6701
AE, occupancy, True, auc, 0.7793, 0.7801, 0.7794, 0.7784, 0.7806, 0.7794, 0.7796, 0.7800, 0.7790, 0.7791, 0.7798, 0.7797, 0.7804, 0.7796, 0.7805, 0.7798, 0.7793, 0.7792, 0.7787, 0.7795, 0.7799, 0.7785, 0.7797, 0.7797, 0.7796, 0.7798, 0.7800, 0.7791, 0.7790, 0.7795, 0.7793, 0.7800
VAE, occupancy, False, fpr, 1.0000, 0.7574, 0.5411, 0.5599, 0.6945, 0.7643, 0.6215, 0.6988, 0.7253, 0.7669, 0.5540, 0.7671, 0.7661, 0.6751, 0.5645, 0.5889, 0.5652, 0.7663, 0.5639, 0.6231, 0.6951, 0.6066, 0.5826, 0.7689, 0.7092, 0.7049, 0.6840, 0.7679, 0.7611, 0.6840, 0.7182, 0.7685
VAE, occupancy, False, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAE, occupancy, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 0.7689, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.7684, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.7689, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.7689, 1.0000, 1.0000, 0.7689, 1.0000, 1.0000
VAE, occupancy, True, auc, 0.2115, 0.2558, 0.2219, 0.3130, 0.2138, 0.1925, 0.3400, 0.2705, 0.2586, 0.1998, 0.2195, 0.2682, 0.2969, 0.2838, 0.2233, 0.2260, 0.2008, 0.1884, 0.3005, 0.2551, 0.2421, 0.2805, 0.2374, 0.2107, 0.2392, 0.2397, 0.2190, 0.2264, 0.2370, 0.2546, 0.2569, 0.2071
OP, occupancy, False, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
OP, occupancy, False, auc, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000
OP, occupancy, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
OP, occupancy, True, auc, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000, 0.5000
