VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563, 0.9563
OCSVM, SMD, True, auc, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221, 0.7221
OCSVM, SMD, True, f1b, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760, 0.9760
DBSCAN, SMD, True, fpr, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573
DBSCAN, SMD, True, auc, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005, 0.5005
DBSCAN, SMD, True, f1b, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795, 0.0795
GMM, SMD, True, fpr, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582, 0.9582
GMM, SMD, True, auc, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8665, 0.8664, 0.8664, 0.8664, 0.8664, 0.8665, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8665, 0.8664, 0.8664, 0.8664, 0.8664, 0.8664, 0.8665, 0.8664
GMM, SMD, True, f1b, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361, 0.9361
IF, SMD, True, fpr, 0.9569, 0.9556, 0.9546, 0.9560, 0.9561, 0.9574, 0.9574, 0.9555, 0.9575, 0.9566, 0.9566, 0.9575, 0.9578, 0.9571, 0.9557, 0.9567, 0.9571, 0.9562, 0.9554, 0.9567, 0.9552, 0.9585, 0.9578, 0.9571, 0.9570, 0.9569, 0.9570, 0.9580, 0.9584, 0.9581, 0.9582, 0.9585
IF, SMD, True, auc, 0.7853, 0.7794, 0.8024, 0.8169, 0.7999, 0.7571, 0.7908, 0.8130, 0.7889, 0.7816, 0.7581, 0.7726, 0.7707, 0.7358, 0.7677, 0.7791, 0.7637, 0.7886, 0.8115, 0.7980, 0.8034, 0.7869, 0.7944, 0.7808, 0.7922, 0.7931, 0.7978, 0.7681, 0.7542, 0.7890, 0.7641, 0.7745
IF, SMD, True, f1b, 0.8821, 0.8515, 0.8414, 0.9012, 0.8647, 0.8557, 0.8908, 0.8858, 0.8965, 0.8937, 0.8700, 0.8643, 0.8939, 0.8398, 0.8575, 0.8732, 0.8546, 0.8944, 0.8852, 0.8821, 0.8514, 0.8953, 0.8661, 0.8366, 0.8463, 0.8455, 0.8661, 0.8460, 0.8637, 0.8643, 0.8829, 0.8859
LSTM, SMD, True, fpr, 0.9571, 0.9546, 0.9574, 0.9579, 0.9568, 0.9582, 0.9581, 0.9571, 0.9586, 0.9580, 0.9580, 0.9561, 0.9576, 0.9582, 0.9580, 0.9571, 0.9570, 0.9580, 0.9578, 0.9583, 0.9570, 0.9563, 0.9584, 0.9575, 0.9560, 0.9585, 0.9581, 0.9575, 0.9582, 0.9583, 0.9584, 0.9583
LSTM, SMD, True, auc, 0.8630, 0.8826, 0.8714, 0.8838, 0.8903, 0.8827, 0.8826, 0.8722, 0.8740, 0.8684, 0.8830, 0.8536, 0.8593, 0.8660, 0.8811, 0.8645, 0.8625, 0.8969, 0.8666, 0.8855, 0.8662, 0.8791, 0.8684, 0.9018, 0.8889, 0.8564, 0.8708, 0.8707, 0.8946, 0.8870, 0.8584, 0.8917
LSTM, SMD, True, f1b, 0.9969, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9959, 0.9975, 0.9964, 0.9980, 0.9964, 0.9975, 0.9975, 0.9975, 0.9975, 0.9969, 0.9969, 0.9969, 0.9975, 0.9975, 0.9975, 0.9975, 0.9969, 0.9954, 0.9975, 0.9975, 0.9975, 0.9969, 0.9975, 0.9975, 0.9975, 0.9975
GRU, SMD, True, fpr, 0.9581, 0.9575, 0.9576, 0.9559, 0.9574, 0.9577, 0.9565, 0.9585, 0.9566, 0.9557, 0.9579, 0.9583, 0.9554, 0.9536, 0.9574, 0.9579, 0.9551, 0.9581, 0.9580, 0.9559, 0.9568, 0.9576, 0.9555, 0.9582, 0.9573, 0.9570, 0.9576, 0.9573, 0.9583, 0.9571, 0.9574, 0.9567
GRU, SMD, True, auc, 0.8754, 0.8571, 0.8673, 0.8930, 0.8790, 0.8768, 0.8835, 0.8645, 0.8788, 0.8714, 0.8633, 0.8846, 0.8970, 0.8958, 0.8765, 0.8695, 0.8759, 0.8669, 0.8811, 0.8623, 0.8875, 0.8737, 0.8985, 0.8913, 0.8799, 0.8933, 0.8716, 0.8860, 0.8941, 0.8848, 0.8849, 0.8585
GRU, SMD, True, f1b, 0.9944, 0.9944, 0.9949, 0.9924, 0.9944, 0.9959, 0.9924, 0.9949, 0.9944, 0.9944, 0.9944, 0.9939, 0.9944, 0.9944, 0.9924, 0.9949, 0.9944, 0.9969, 0.9944, 0.9949, 0.9944, 0.9944, 0.9934, 0.9934, 0.9934, 0.9944, 0.9949, 0.9944, 0.9939, 0.9939, 0.9939, 0.9949
AE, SMD, True, fpr, 0.9571, 0.9585, 0.9578, 0.9583, 0.9586, 0.9584, 0.9579, 0.9583, 0.9584, 0.9562, 0.9585, 0.9576, 0.9580, 0.9581, 0.9585, 0.9586, 0.9575, 0.9579, 0.9572, 0.9580, 0.9583, 0.9581, 0.9583, 0.9572, 0.9583, 0.9583, 0.9579, 0.9582, 0.9577, 0.9586, 0.9584, 0.9585
AE, SMD, True, auc, 0.8964, 0.8503, 0.8650, 0.8546, 0.8607, 0.8840, 0.8859, 0.8906, 0.8572, 0.9029, 0.8734, 0.9045, 0.8800, 0.8724, 0.8709, 0.8222, 0.8908, 0.8972, 0.8861, 0.8738, 0.8917, 0.8796, 0.8675, 0.8902, 0.8784, 0.8678, 0.8545, 0.8302, 0.8946, 0.8625, 0.9088, 0.8480
AE, SMD, True, f1b, 0.9446, 0.9669, 0.9285, 0.9391, 0.9406, 0.9515, 0.9285, 0.9306, 0.9400, 0.9566, 0.9306, 0.9391, 0.9406, 0.9698, 0.9401, 0.9376, 0.9406, 0.9296, 0.9419, 0.9316, 0.9406, 0.9776, 0.9684, 0.9693, 0.9790, 0.9311, 0.9869, 0.9849, 0.9406, 0.9381, 0.9469, 0.9285
VAE, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMD, True, auc, 0.5827, 0.4873, 0.5250, 0.5340, 0.4533, 0.4541, 0.5102, 0.5324, 0.5203, 0.5074, 0.5396, 0.4765, 0.5071, 0.4659, 0.4814, 0.4526, 0.4868, 0.4625, 0.4866, 0.4890, 0.4757, 0.5108, 0.5175, 0.5274, 0.4840, 0.4962, 0.4819, 0.4563, 0.4811, 0.5285, 0.4835, 0.5122
VAE, SMD, True, f1b, 0.3232, 0.2852, 0.3058, 0.3169, 0.2839, 0.2780, 0.3146, 0.2914, 0.2839, 0.2849, 0.2814, 0.3059, 0.3217, 0.3062, 0.2492, 0.2389, 0.2527, 0.2913, 0.3367, 0.3052, 0.2354, 0.3096, 0.2667, 0.2821, 0.3096, 0.3040, 0.3029, 0.2095, 0.2847, 0.2522, 0.2758, 0.3059
OP, SMD, True, fpr, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573, 0.9573
OP, SMD, True, auc, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025, 0.5025
OP, SMD, True, f1b, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900, 0.1900
RAND, SMD, True, fpr, 0.9586, 0.9586, 0.9586, 0.9586, 0.9586, 0.9585, 0.9585, 0.9586, 0.9585, 0.9586, 0.9586, 0.9586, 0.9586, 0.9586, 0.9585, 0.9586, 0.9586, 0.9586, 0.9586, 0.9585, 0.9586, 0.9586, 0.9586, 0.9585, 1.0000, 0.9586, 0.9586, 0.9586, 0.9585, 0.9584, 0.9585, 0.9586
RAND, SMD, True, auc, 0.4880, 0.5010, 0.4975, 0.4920, 0.5106, 0.5080, 0.5115, 0.5079, 0.5022, 0.4957, 0.4872, 0.4909, 0.5041, 0.4910, 0.5093, 0.5065, 0.4945, 0.5033, 0.4984, 0.5066, 0.5063, 0.4900, 0.5011, 0.5012, 0.4934, 0.4943, 0.5135, 0.5046, 0.4963, 0.5241, 0.4983, 0.5016
RAND, SMD, True, f1b, 0.7831, 0.8762, 0.8739, 0.7874, 0.8484, 0.8475, 0.8411, 0.8685, 0.7775, 0.8548, 0.7769, 0.8020, 0.7516, 0.8190, 0.8174, 0.7785, 0.8643, 0.8176, 0.8133, 0.7319, 0.8650, 0.7960, 0.8287, 0.7604, 0.7889, 0.7963, 0.7971, 0.8199, 0.8267, 0.8167, 0.8141, 0.7963
